Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Weight Rank,Color Rank,Brand Rank,Operating System Rank,Memory Speed Rank,Screen Size Rank,Storage Rank
Dell Inspiron 3530,1.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,3200,Black,dell,36259,512,3,4,2,3,2,3,3,4,3,3
Dell Vostro 3530,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,dell,27353,512,3,2,3,4,3,2,3,3,2,3
Hp 250 G9,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,3200,"Dark Grey, Black",hp,19499,512,5,2,3,4,2,3,2,4,2,4
Asus Rog Strix G18 G815Lr,3.0,Nvidia GeForce RTX 5070Ti,FreeDos,32,Intel Core Ultra 9,18.0,5600,Black,asus,139999,1024,3,4,2,2,2,3,4,3,4,2
Lenovo Thinkpad E15 21E6005Htx,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,lenovo,33947,256,3,3,3,4,3,1,4,3,3,3
Msi Thin 15 B12Uc,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i5,15.6,3200,"Dark Gray, Black",msi,31849,512,4,4,4,3,2,3,3,2,4,4
Lenovo Thinkpad E16 Gen1,1.5,AMD Radeon Graphics,FreeDos,24,AMD Ryzen 7,16.0,3200,Metallic Black,lenovo,37441,1024,3,3,3,2,1,3,2,3,4,4
Hp 250 G9,1.5,Intel UHD Graphics,Windows 10 Home,16,Intel Core i5,15.6,3200,Grey,hp,19686,512,3,3,1,3,3,4,1,4,3,3
Dell Vostro 3520,1.5,Shared,Linux,8,Intel Core i7,15.6,2666,Black,dell,22481,512,2,4,4,2,2,4,3,3,2,3
Lenovo Ideapad,1.5,Shared,FreeDos,24,AMD Ryzen 7,15.6,3200,Grey,lenovo,20472,1024,2,4,2,4,4,2,3,3,3,3
Acer Nitro V 15 Anv15,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,64,Intel Core i7,15.6,5600,Black,acer,53999,1024,2,3,3,4,3,3,3,4,2,4
Hp Zbook Firefly 14 G10,1.0,AMD Radeon 780M,Windows 11 Pro,64,AMD Ryzen 7,14.0,5600,Metallic Grey,hp,75885,1024,3,2,4,3,3,2,3,3,4,2
Asus Expertbook P1 P1503,1.0,Intel UHD Graphics,FreeDos,96,Intel Core i7,15.6,5600,Metallic Grey,asus,46941,512,4,3,2,3,3,4,4,5,2,2
Asus Expertbook B5,1.0,Intel Iris Xe Graphics,Windows 11 Pro,8,Intel Core i7,16.0,4800,Black,asus,51471,1024,3,3,2,2,2,3,3,3,3,1
Hp 250 G9,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i5,15.6,3200,Silver,hp,21699,512,3,3,2,2,3,4,3,3,4,3
Casper Nirvana S100 300Nit,1.0,Intel Graphics,Windows 11 Home,8,Intel Core i5,16.0,5600,Titanium Grey,casper,22699,250,3,3,2,2,5,3,3,1,2,2
Lenovo Ideapad 1,1.5,AMD Radeon Graphics,Windows 11 Home,32,AMD Ryzen 7,15.6,3200,Grey,lenovo,22899,512,2,2,1,4,2,3,4,4,3,3
Lenovo Thinkpad E14 Gen,1.5,AMD Radeon Vega 7,Windows 11 Pro,24,AMD Ryzen 5,14.0,3200,Black,lenovo,28000,1024,3,4,3,2,2,3,2,3,3,4
Dell Latitude 3550,1.5,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,5600,Metallic Black,dell,46353,512,1,3,2,3,3,2,4,4,3,5
Asus Expertbook B1 B1503Cva,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,"Dark Gray, Black",asus,41551,1024,2,1,4,2,4,3,3,5,2,4
Lenovo V15 Gen,3.0,Shared,Windows 11 Pro,40,Intel Core i7,15.6,3200,Black,lenovo,32999,1024,3,3,4,3,2,2,4,3,3,3
Lenovo Thinkpad X1 Carbon,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,14.0,5600,Black,lenovo,80249,1024,3,2,5,3,4,2,3,4,4,3
Acer Nitro 5 An515,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,4800,Black,acer,55813,1024,4,3,2,3,3,2,3,3,2,2
Lenovo Loq 15Irx9,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i7,15.6,4800,Grey,lenovo,41849,512,3,4,3,3,4,3,5,2,3,3
Asus Zenbook Duo Ux8406Ca Pz208W,1.0,Intel Arc Graphics,Windows 11 Home,32,Intel Core Ultra 9,14.0,7467,Grey,asus,121499,2048,2,3,5,3,2,2,3,2,4,2
Hp 250 G10,1.5,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,3200,Grey,hp,27741,512,3,3,3,4,5,3,3,3,3,1
Lenovo Thinkpad E14 Gen5,1.5,Shared,Windows 11 Pro,40,Intel Core i5,14.0,3200,Black,lenovo,36218,512,3,2,3,3,4,3,3,3,3,3
Casper Excalibur G911 1390,3.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,120599,2048,3,3,2,3,3,1,2,4,4,3
Hp 15S Eq2000Nt,1.5,AMD Radeon Graphics,Windows 11 Pro,32,AMD Ryzen 7,15.6,3200,Silver,hp,21499,1024,3,3,3,3,3,3,5,4,2,2
Casper Nirvana S100 300Nit,1.0,Intel Graphics,FreeDos,16,Intel Core i7,16.0,5600,Titanium Grey,casper,25399,1024,3,3,3,3,4,2,3,3,2,4
Lenovo Thinkpad E14 G6,1.0,Intel Graphics,Windows 11 Home,16,Intel Core Ultra 7,14.0,5600,Black,lenovo,43673,512,3,3,1,3,4,4,3,4,3,2
Lenovo V15 G3,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Black,lenovo,18999,512,3,3,3,3,2,2,3,3,2,3
Casper Nirvana X600 1342,1.0,Shared,FreeDos,16,13420H,15.6,3200,Blue,casper,20399,1024,4,3,3,3,2,2,3,2,3,2
Dell Inspiron 3520,3.0,Shared,FreeDos,16,Intel Core i5,15.6,2666,"Dark Gray, Black",dell,17499,512,2,4,3,4,5,3,4,4,2,2
Hp 15 Fc0000Nt,3.0,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 5,15.6,5500,Black,hp,13899,512,2,1,4,3,2,4,3,5,2,4
Asus Tuf Gaming F15 Fx507Zc4,3.0,Nvidia GeForce RTX 3050,FreeDos,8,12500H,15.6,3200,Dark Grey,asus,29499,512,3,3,2,4,4,2,3,3,3,2
Msi Katana 15 B13Vgk,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,48,Intel Core i7,15.6,5200,Black,msi,75999,1024,3,3,4,2,3,3,4,3,3,4
Lenovo Yoga 7,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i7,16.0,5200,"Grey, Black",lenovo,75999,1024,3,4,2,2,2,2,4,4,1,2
Dell Inspiron 3520,1.5,Intel UHD Graphics,Windows 11 Pro,40,Intel Core i7,15.6,3200,Black,dell,35328,512,2,2,4,3,3,2,2,3,4,5
Hp 255 G9,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Silver,hp,16799,512,5,2,4,2,3,2,2,3,3,3
Asus Expertbook P1 P1503,1.0,Intel UHD Graphics,FreeDos,24,Intel Core i7,15.6,5600,Metallic Grey,asus,36259,512,3,3,2,3,3,2,3,2,2,5
Asus Expertbook P1 P1403Cva,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i5,14.0,5600,Metallic Grey,asus,26383,512,3,2,3,3,2,1,3,4,3,3
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i5,15.6,3200,Black,monster,36399,500,4,4,3,2,3,3,3,3,2,4
Msi Katana 17,1.5,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,17.3,5200,Black,msi,71343,1024,3,4,2,2,2,4,1,3,5,3
Acer Extensa 15,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i5,15.6,3200,"Grey, Black",acer,15399,512,2,4,3,2,2,3,2,3,4,4
Asus Vivobook X1502Za Ej1070,1.5,Shared,Windows 11 Pro,24,Intel Core i5,15.6,3200,Navy Blue,asus,21999,1024,3,3,4,3,3,3,4,3,2,4
Dell Inspiron 3520,1.5,Intel UHD Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Black,dell,25499,512,1,3,3,1,3,2,2,3,1,4
Lenovo Thinkpad E14 Gen,1.5,AMD Radeon Vega 7,Windows 11 Pro,16,AMD Ryzen 5,14.0,3200,Black,lenovo,27000,1024,4,3,2,3,2,3,1,3,3,3
Dell Latitude 3550,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i5,15.6,5600,"Dark Gray, Black",dell,35299,1024,3,3,3,3,4,3,3,2,4,4
Monster Tulpar T5 V23,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,15.6,3200,Black,monster,56799,1024,2,3,5,4,2,3,3,4,3,3
Monster Huma H4 V6,1.5,Intel Arc Graphics,FreeDos,16,Core Ultra 7,14.0,5600,Silver,monster,45999,500,3,4,2,3,3,3,5,4,2,2
Msi Cyborg 15,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,5200,Black,msi,48748,1024,4,2,4,3,4,3,3,2,2,3
Hp Victus 16 S0001Nta26,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,32,AMD Ryzen 7,16.1,4800,Dark Grey,hp,75441,2048,3,2,4,3,4,1,1,3,3,2
Lenovo V15 G3,1.5,Intel Iris Xe Graphics,Windows 11 Pro,40,Intel Core i7,15.6,3200,Black,lenovo,30085,1024,4,3,3,3,4,1,4,4,3,1
Dell Vostro 3530,1.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,2666,Grey,dell,27943,1024,3,4,2,2,2,4,4,3,2,2
Lenovo Ideapad 1 82V700A9Tx01,1.0,Shared,Windows 11 Home,4,Intel Celeron,15.6,2400,Black,lenovo,11902,256,2,4,3,3,4,3,2,2,3,3
Lenovo V15 82Tt008Ptx,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,lenovo,21699,512,2,4,3,4,3,2,4,3,3,3
Asus Expertbook B5,1.0,Intel Arc Graphics,FreeDos,40,Intel Core i5,16.0,4800,Grey,asus,48770,1024,2,2,2,3,2,3,2,3,1,4
Msi Modern 15,1.0,Intel Iris Xe Graphics,FreeDos,64,Intel Core i7,15.6,3200,Dark Grey,msi,35617,512,4,2,2,4,3,2,3,2,4,2
Dell Inspiron 3520,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,dell,24989,1024,4,3,2,3,3,2,3,1,3,3
Hp Victus 16 S1002Nt,3.0,Nvidia GeForce RTX 4070,FreeDos,32,AMD Ryzen 7,16.1,5600,Black,hp,63999,1024,3,2,4,2,2,2,4,3,4,2
Dell Vostro 3520,1.5,Intel Iris Xe Graphics,Linux,8,Intel Core i3,15.6,2666,Black,dell,12395,512,3,3,3,3,4,2,2,3,4,3
Msi Sword 17 Hx,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,96,Intel Core i9,17.0,5600,Black,msi,124753,1024,3,5,2,1,3,3,2,4,3,1
Msi Cyborg 15,1.5,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,15.6,5200,Black,msi,60661,512,3,2,4,3,3,3,2,5,4,2
Casper Nirvana S100 300Nit,1.0,Intel Graphics,FreeDos,16,Intel Core i7,16.0,5600,Titanium Grey,casper,23499,250,2,2,3,2,4,1,3,3,3,3
Lenovo Thinkpad E14 Gen,1.5,AMD Radeon Vega 7,Windows 11 Pro,40,AMD Ryzen 5,14.0,3200,Black,lenovo,29500,512,4,3,4,3,2,2,3,3,3,4
Lenovo Ideapad,1.5,Shared,FreeDos,16,AMD Ryzen 7,15.6,3200,Grey,lenovo,19921,1024,2,2,2,2,3,2,3,3,3,4
Dell Vostro 3520,1.5,Shared,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,19999,512,3,3,2,3,3,2,5,3,3,3
Asus Vivobook,1.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16.0,3200,Black,asus,54124,1024,3,3,4,2,2,1,2,4,2,4
Dell Vostro 3520 N1611Pvnb3520U04,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Dark Grey,dell,21599,1024,4,3,3,4,3,2,4,3,3,3
Msi Modern 15,1.0,Intel Iris Xe Graphics,Windows 11 Pro,64,Intel Core i7,15.6,3200,Dark Grey,msi,42183,1024,3,3,4,3,2,3,3,3,2,4
Lenovo Thinkpad E14 Gen,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,14.0,3200,Black,lenovo,36499,256,3,3,2,3,3,2,2,3,1,3
Msi Katana 17,1.5,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,17.3,5200,Black,msi,83985,1024,3,2,2,3,2,2,2,4,4,3
Hp 250 G9,1.0,Shared,Windows 11 Pro,8,Intel Core i5,15.6,3200,Grey,hp,18799,512,4,3,4,3,3,2,4,3,4,3
Lenovo Ideapad 3 17Iau7,3.0,Shared,FreeDos,40,Intel Core i5,17.3,3200,Grey,lenovo,29999,512,2,3,3,2,3,3,1,4,4,2
Hp 14S Fq1000Nt,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,14.0,3200,Black,hp,19448,512,4,3,2,3,4,3,3,3,4,4
Monster Tulpar T6 V3,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,16.0,4800,Black,monster,61799,1024,2,1,3,4,3,3,4,3,3,2
Asus Expertbook B1,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Black,asus,24149,512,2,3,4,3,3,2,3,2,3,4
Dell Latitude 3540,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,26155,512,4,3,4,2,2,2,3,3,2,4
Msi Prestige 16 Ai,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core Ultra 7,16.0,4800,Black,msi,91775,1024,3,4,3,3,3,2,1,3,3,3
Lenovo Ideapad 1 15Alc7,1.5,AMD Radeon Graphics,Windows 11 Home,24,AMD Ryzen 7,15.6,3200,Grey,lenovo,20999,1024,1,1,3,3,3,3,3,3,3,3
Lenovo Ideapad 3,1.5,Intel Iris Graphics,FreeDos,8,Intel Core i5,15.6,3200,Grey,lenovo,18989,512,3,3,3,2,3,2,4,3,3,3
Asus Vivobook 15 X1504Va,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i5,15.6,3200,Silver,asus,19799,1024,3,3,4,3,4,2,4,4,4,3
Asus Tuf Gaming F15 Fx507Zc4,3.0,Nvidia GeForce RTX 3050,FreeDos,16,12500H,15.6,3200,Dark Grey,asus,32599,1024,4,3,2,3,4,2,2,3,1,4
Lenovo Ideapad 3 15Iau7,1.5,Intel UHD Graphics,FreeDos,4,Intel Core i3,15.6,3200,Grey,lenovo,13930,512,3,3,3,4,3,2,4,4,2,5
Asus Expertbook P1 P1503,1.0,Intel UHD Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,Metallic Grey,asus,42139,1024,3,3,5,2,3,2,3,3,2,2
Monster Huma H5 V4,1.5,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,3200,Black,monster,33599,1024,1,2,3,3,3,2,3,3,3,4
Hp 255 G9,1.0,Shared,FreeDos,16,AMD Ryzen 5,15.6,3200,Grey,hp,15563,512,2,3,3,3,3,3,2,3,3,3
Asus Zenbook 14 Ux3405Ma,1.5,Intel Arc Graphics,Windows 11 Home,16,Intel Core Ultra 7,14.0,5800,Grey,asus,57299,1024,2,1,3,3,4,3,4,3,2,4
Asus Expertbook B3 Flip,1.5,Intel UHD Graphics,Windows 11 Pro,24,Intel Core i5,14.0,3200,Black,asus,30749,512,2,3,4,2,3,2,4,3,4,2
Asus Expertbook P1 P1503,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i7,15.6,5600,Metallic Grey,asus,34103,512,3,2,4,3,4,3,1,3,3,3
Hp 250 G9,1.5,Intel UHD Graphics,Windows 11 Pro,24,Intel Core i5,15.6,3200,Grey,hp,20473,512,3,3,4,2,4,3,3,3,2,3
Lenovo Ideapad Slim 3 83Er000Wtr03,1.5,Intel UHD Graphics,Windows 11 Pro,8,Intel Core i5,15.6,4800,Grey,lenovo,18999,512,3,3,3,4,1,3,4,2,5,5
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,17.3,3200,Black,monster,72448,1024,1,3,3,2,4,2,3,4,4,4
Lenovo Thinkpad E14 Gen,1.5,Nvidia GeForce MX550,FreeDos,40,Intel Core i7,14.0,3200,Black,lenovo,49372,1024,2,3,3,3,2,2,3,4,3,2
Dell Latitude 3550,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,Black,dell,51409,2048,2,3,4,3,3,3,3,3,4,1
Lenovo V15,1.5,AMD Radeon Graphics,Windows 10 Pro,24,AMD Ryzen 7,15.6,3200,Black,lenovo,23630,256,2,3,3,2,2,3,4,4,4,3
Lenovo Loq,3.0,Nvidia GeForce RTX 4070,FreeDos,24,AMD Ryzen 7,15.6,4800,Grey,lenovo,64999,1024,1,4,5,4,4,4,4,3,3,3
Msi Nb Sword 16 Hx,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,64,Intel Core i7,16.0,5600,Metallic Black,msi,103879,4096,3,3,3,3,3,2,2,3,1,2
Acer Nitro An16 41,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Ryzen 5,16.0,4800,Black,acer,39690,512,2,2,2,3,2,4,2,4,3,2
Dell Inspiron 3520,1.5,Intel UHD Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Black,dell,29999,1024,2,2,2,4,2,2,3,4,3,2
Acer Nitro V15 Nh,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,13420H,15.6,4800,Black,acer,30199,512,3,4,1,1,2,2,4,3,2,4
Msi Sword 17 Hx,3.0,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,17.0,5600,Grey,msi,83697,1024,3,2,4,3,3,2,3,3,4,3
Acer Nitro 5 Anv15,5.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,5600,Black,acer,32499,512,5,2,1,4,2,3,3,3,5,3
Monster Tulpar T6 V3,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i7,16.0,4800,Black,monster,70999,1024,2,3,4,2,3,3,4,5,2,4
Lenovo Loq 15Irx9,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,4800,Grey,lenovo,67999,1024,3,2,3,2,4,2,5,2,4,3
Asus Vivobook 15 X1504Va,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i5,15.6,3200,Silver,asus,17999,512,2,3,3,4,4,2,2,2,3,4
Dell Latitude 5440 13,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,14.0,3200,"Dark Grey, Black",dell,61837,512,3,4,4,2,3,4,4,3,2,2
Hp 255 G9,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,"Grey, Silver",hp,16699,512,3,2,2,3,3,2,2,3,2,3
Monster Tulpar T5 V23,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,3200,Black,monster,51799,1024,2,2,1,3,5,2,4,5,3,4
Msi Cyborg 15,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,5200,Black,msi,52663,256,2,1,4,2,3,2,4,2,2,4
Dell Vostro 3530,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Black,dell,19330,1024,4,2,3,3,3,2,2,4,2,3
Msi Thin 15,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,36,Intel Core i5,15.6,3200,Grey,msi,39845,1024,2,3,3,3,2,3,4,3,3,3
Asus Tuf Gaming A15 Fa507Nvra6,3.0,Nvidia GeForce RTX 4060,Windows 10 Pro,16,AMD Ryzen 7,15.6,4800,Black,asus,57852,1024,3,3,4,2,4,3,3,3,2,3
Asus Zenbook S 14 Oled,1.5,Intel Arc Graphics,Windows 11 Home,32,Intel Core Ultra 7,14.0,4800,Grey,asus,73599,1024,2,3,3,1,2,2,5,3,4,3
Dell Latitude 3440 N085L344014U02,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i5,14.0,3200,Grey,dell,25857,512,3,3,2,3,2,2,3,4,3,3
Dell Xps 13 9340,1.5,Intel Arc Graphics,Windows 11 Pro,16,Intel Core Ultra 7,13.3,6400,Grey,dell,72922,1024,4,3,2,2,2,3,3,4,3,3
Lenovo Loq 15Irh8,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,5200,"Dark Gray, Black",lenovo,68225,512,3,3,3,3,2,3,3,5,3,4
Hp Probook 450 G10,1.0,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Silver,hp,31599,512,1,2,3,2,3,2,4,4,2,3
Hp Probook 440 G11,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,64,Intel Core Ultra 7,14.0,5600,Silver,hp,73891,1024,2,4,3,4,3,1,2,4,2,2
Monster Tulpar T6 V3,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,16.0,4800,Black,monster,49999,500,4,3,3,3,4,3,2,2,2,4
Lenovo Thinkpad E16,1.0,Intel Arc Graphics,FreeDos,64,Intel Core Ultra 7,16.0,5600,Black,lenovo,55399,1024,2,3,2,2,3,3,3,2,3,4
Msi Modern 15 B12Mo,3.0,Intel Iris Xe Graphics,FreeDos,16,1235U,15.6,3200,Black,msi,19099,512,3,3,2,3,3,2,2,3,2,4
Lenovo Yoga 9,3.0,Intel Arc Graphics,Windows 11 Home,32,Intel Core Ultra 7,14.0,7467,Blue,lenovo,110000,1024,4,3,4,3,4,4,5,2,2,3
Asus Vivobook 15,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i7,15.6,3200,Metallic Grey,asus,32507,1024,2,2,3,3,2,2,3,3,2,4
Lenovo Loq,3.0,Nvidia GeForce RTX 4050,Windows 11 Pro,24,Intel Core i5,15.6,4800,Grey,lenovo,43964,1024,5,3,3,3,4,3,2,2,3,5
Acer Nitro Anv15 51,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,8,Intel Core i5,15.6,4800,Black,acer,30550,512,2,3,4,2,5,4,2,3,2,1
Dell Latitude 3520 N028L352025Emea,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Black,dell,27499,512,3,3,2,3,2,3,4,3,4,3
Casper Nirvana X600 1235,1.0,Shared,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,19499,512,2,3,3,1,2,2,2,3,2,3
Lenovo Ideapad 1,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,lenovo,16463,512,2,2,4,3,4,2,4,3,3,3
Dell Vostro 3530,1.5,Intel UHD Graphics,Ubuntu,16,Intel Core i7,15.6,3200,Black,dell,23445,512,2,2,2,2,2,4,3,3,1,2
Dell Inspiron 15 3511,1.5,Intel Iris Xe Graphics,Windows 10 Pro,16,Intel Core i5,15.6,2666,Black,dell,19399,512,3,3,2,3,4,4,4,4,3,4
Asus Vivobook 15,1.5,Intel Iris Xe Graphics,Windows 11 Pro,24,Intel Core i7,15.6,3200,Metallic Grey,asus,28399,1024,3,3,3,3,2,1,4,3,2,3
Lenovo Loq 15Arp9,3.0,Nvidia GeForce RTX 3050,FreeDos,8,AMD Ryzen 5,15.6,4800,Grey,lenovo,29120,512,3,4,5,2,2,2,3,4,2,4
Hp Probook 450 G10,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,32,Intel Core i7,15.6,3200,Silver,hp,63209,1024,2,4,3,2,4,3,3,2,3,4
Dell Vostro 3530,1.0,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,20183,512,4,3,3,3,4,3,3,2,2,2
Dell Vostro 3520 N5305Pvnb3520U,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Dark Grey,dell,26263,512,3,3,2,2,2,2,2,2,3,2
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16.0,3200,Black,asus,44999,1024,3,4,3,4,5,1,5,3,5,3
Lenovo V15 G4,1.5,Intel Iris Xe Graphics,Windows 11 Pro,24,Intel Core i7,15.6,3200,Black,lenovo,30999,512,2,3,4,3,3,2,3,2,4,3
Lenovo Thinkpad E16 Gen1,3.0,Intel UHD Graphics,FreeDos,16,Intel Core i7,16.0,3200,Black,lenovo,43500,512,2,3,3,2,4,2,2,4,3,3
Lenovo Thinkpad E16 Gen,1.0,Intel Graphics,Windows 11 Pro,16,Intel Core Ultra 5,16.0,5600,Black,lenovo,38850,512,3,4,3,2,3,3,2,3,3,4
Monster Abra A7 V16,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,17.3,4800,Black,monster,53599,1024,3,4,4,2,1,2,3,3,3,4
Hp 15S Eq2000Nta60,1.0,Shared,FreeDos,32,AMD Ryzen 7,15.6,3200,Silver,hp,18499,512,4,4,2,3,3,3,4,4,3,5
Lenovo V15 G4,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i5,15.6,3200,Black,lenovo,23999,512,3,3,3,3,2,4,3,3,4,4
Casper Nirvana X600 1270,1.5,Shared,Windows 11 Pro,16,Intel Core i7,15.6,3200,Grey,casper,23899,512,2,3,3,3,2,2,2,4,3,3
Asus Vivobook 15,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i7,15.6,3200,Metallic Grey,asus,26249,512,3,5,2,3,2,2,2,4,2,3
Lenovo Thinkpad E16 Gen1,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,16.0,3200,Black,lenovo,37000,1024,1,3,2,3,3,2,2,2,2,2
Dell Latitude 3550 N010L355015U12,1.5,Intel Iris Xe Graphics,Windows 11 Pro,64,Intel Core i7,15.6,5600,Dark Grey,dell,52299,1024,3,3,4,2,4,3,4,4,3,2
Hp 15 Fd1002Nt,1.0,Intel Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,hp,39399,1024,3,5,4,2,4,3,2,4,3,3
Acer Nitro V 15,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,96,AMD Ryzen 7,15.6,4800,Black,acer,64741,2048,4,2,3,3,3,2,3,4,2,4
Dell Vostro 3420 4330Pvnb3420U,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,14.0,3200,Dark Grey,dell,49850,512,3,3,4,3,2,3,4,3,2,3
Asus Expertbook P1 P1403Cva,1.0,Intel UHD Graphics,FreeDos,8,Intel Core i5,14.0,5600,Metallic Grey,asus,24831,256,2,3,3,4,3,3,3,4,3,4
Msi Cyborg 15 A13Vfa36,1.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,4800,Black,msi,66142,2048,5,4,2,3,4,2,3,3,2,2
Msi Stealth 16 Ai,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,16.0,5600,Black,msi,106382,1024,3,3,3,3,2,2,3,4,2,5
