Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage
Dell Vostro 3420 4330Pvnb3420U,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,14,3200,Dark Grey,dell,49850,512
Asus Expertbook P1 P1403Cva,1,Intel UHD Graphics,FreeDos,8,Intel Core i5,14,5600,Metallic Grey,asus,24831,256
Msi Cyborg 15 A13Vfa36,1,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,4800,Black,msi,66142,2048
Msi Stealth 16 Ai,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,16,5600,Black,msi,106382,1024
Asus Vivobook 15 E1504Fa,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 5,15.6,4800,Grey,asus,15999,512
Asus Expertbook P1 P1503,1,Intel UHD Graphics,Windows 11 Pro,64,Intel Core i7,15.6,5600,Metallic Grey,asus,48019,1024
Asus Vivobook 16X K3605Zf,1.5,Nvidia GeForce RTX 2050,Windows 11 Home,8,Intel Core i5,16,3200,Black,asus,28115,512
Hp Victus 15 Fa1057Nt,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,"Dark Gray, Black",hp,50447,512
Dell Gaming G15 5530,3,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,4800,Black,dell,67500,2048
Lenovo Thinkpad E16 Gen1,1.5,AMD Radeon Graphics,Windows 11 Pro,40,AMD Ryzen 7,16,3200,Metallic Black,lenovo,44295,2048
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,41299,512
Lenovo V15 G3,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Black,lenovo,19999,1024
Lenovo Ideapad,1.5,Shared,Windows 11 Home,40,AMD Ryzen 7,15.6,3200,Grey,lenovo,23949,1024
Dell Latitude 3550,1,Intel UHD Graphics,Windows 11 Pro,64,Intel Core Ultra 7,15.6,5600,Metallic Black,dell,62915,1024
Lenovo Loq,3,Nvidia GeForce RTX 4050,Windows 11 Home,32,AMD Ryzen 7,15.6,4800,Metallic Grey,lenovo,49324,1024
Lenovo V15 G4,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,lenovo,23499,512
Msi Katana 17,3,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,5200,Black,msi,81306,2048
Dell Inspiron 3520,1.5,Intel Iris Xe Graphics,Linux,16,Intel Core i7,15.6,3200,Grey,dell,23299,512
Lenovo V15 G4,3,AMD Radeon Graphics,Windows 11 Home,24,AMD Ryzen 7,15.6,3200,Black,lenovo,23152,1024
Asus Expertbook B5 B5602Cbn,1,Intel Arc Graphics,FreeDos,16,Intel Core i7,16,4800,Black,asus,48999,512
Hp Probook 440 G10,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,14.1,4800,Silver,hp,36900,512
Lenovo Yoga Pro 7,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core Ultra 7,14.5,7467,Grey,lenovo,63999,1024
Asus 14 Dokunmatik,1.5,Intel Iris Pro Graphics,FreeDos,8,1280P,15.6,3200,Black,asus,57383,250
Lenovo V15 G3,1,AMD Radeon Graphics,Windows 11 Pro,8,AMD Ryzen 7,15.6,3200,Black,lenovo,19499,256
Hp Elitebook 840 G10,1.5,Intel UHD Graphics,Windows 11 Pro,96,Intel Core i7,14,5200,Metallic Grey,hp,85312,4096
Hp 250 G9,1,Intel Iris Xe Graphics,Windows 11 Home,32,Intel Core i5,15.6,3200,Grey,hp,28419,1024
Lenovo Thinkbook 14,1,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,14,5200,Grey,lenovo,31999,512
Msi Thin 15 B12Ucx,1,Nvidia GeForce RTX 2050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,msi,29999,512
Lenovo V15 G3,1,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 7,15.6,3200,Black,lenovo,22399,1024
Dell Inspiron 3520,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,dell,25699,512
Lenovo X1 Carbon,1.5,Shared,FreeDos,16,Intel Core i7,14,6400,Black,lenovo,86911,240
Lenovo Ideapad 3 17Iau7,3,Intel Iris Xe Graphics,FreeDos,40,Intel Core i5,17.3,3200,Grey,lenovo,35099,1024
Casper Nirvana S100 300Nit,1,Intel Graphics,Windows 11 Pro,16,Intel Core i7,16,5600,Titanium Grey,casper,32399,1024
Lenovo Thinkbook 14 G6,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,14,5200,Metallic Grey,lenovo,46647,1024
Msi Sword 17 Hx,3,Nvidia GeForce RTX 4070,Windows 11 Home,48,Intel Core i9,17,5600,Black,msi,118383,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,42297,1024
Lenovo Thinkpad E14 Gen,1.5,Shared,FreeDos,40,Intel Core i5,14,3200,Black,lenovo,39090,2048
Msi Cyborg 15,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i5,15.6,5200,Metallic Black,msi,49979,1024
Acer Nitro V 15 Anv15,3,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,5600,Black,acer,56999,2048
Lenovo V15 G3,1.5,Shared,FreeDos,16,Intel Core i5,15.6,3200,Black,lenovo,19799,512
Casper Nirvana X600 1270,1.5,Shared,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,21999,256
Casper Nirvana S100 300Nit,1,Intel Graphics,Windows 11 Home,32,Intel Core i7,16,5600,Titanium Grey,casper,35499,2048
Asus Expertbook P1 ,1,Intel UHD Graphics,FreeDos,8,Intel Core i5,15.6,5200,Silver,asus,20090,512
Dell Inspiron 15 3520,1.5,Intel UHD Graphics,Ubuntu,8,Intel Core i5,15.6,2666,Black,dell,14378,256
Lenovo Yoga 7,1.5,Intel HD Graphics,Windows 11 Home,16,Intel Core Ultra 5,14,7467,Blue,lenovo,47997,512
Lenovo Ideapad 1,1.5,Onboard,FreeDos,8,AMD Ryzen 3,15.6,5500,Grey,lenovo,27202,256
Lenovo Thinkbook 2 In,1,Intel Graphics,FreeDos,32,Core Ultra 7,14,5600,Grey,lenovo,48019,1024
Msi Thin 15,3,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i7,15.6,3200,Grey,msi,52726,1024
Lenovo Ideapad 1 82V700A9Tx02,1,Shared,Windows 11 Home,4,Intel Celeron,15.6,2400,Black,lenovo,12474,512
Lenovo V15 Gen2,1.5,Shared,Windows 11 Pro,16,Intel Core i7,15.6,3200,"Dark Grey, Black",lenovo,27500,512
Asus Rog Strix G16,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,16,4800,Grey,asus,77710,1024
Asus Rog Strix G18 G815Lw,3,Nvidia GeForce RTX 5080,FreeDos,32,Intel Core Ultra 9,18,5600,Black,asus,172999,1024
Hp Victus Gaming,3,Nvidia GeForce RTX 4060,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,hp,49999,1024
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Black,monster,44099,1024
Lenovo Ideapad 3 17Alc6,3,AMD Radeon Graphics,FreeDos,12,AMD Ryzen 7,17.3,2400,Grey,lenovo,24999,512
Msi Summit E16 Ai,3,Intel Arc Graphics,Windows 11 Pro,32,Intel Core Ultra 7,16,6400,Black,msi,129059,1024
Asus B3402Fba I58511,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,14,3200,Dark Blue,asus,29889,256
Lenovo Yoga 6,1.5,AMD Radeon Graphics,Windows 11 Home,16,AMD Ryzen 7,13.3,4266,Blue,lenovo,40375,256
Hp 250 G10,1.5,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,3200,Grey,hp,32009,2048
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,38199,512
Lenovo V14 Gen4,1.5,Intel UHD Graphics,Windows 11 Home,24,Intel Core i5,14,3200,Black,lenovo,27439,256
Dell Vostro 3530,1.5,Intel Iris Xe Graphics,Linux,8,Intel Core i5,15.6,2666,Black,dell,17999,512
Dell Inspiron 3520 I7,1.5,Intel Iris Xe Graphics,Linux,8,Intel Core i7,15.6,3200,Black,dell,21983,512
Asus Expertbook P1 P1503,1,Intel Iris Xe Graphics,FreeDos,32,Intel Core i5,15.6,5600,Metallic Grey,asus,30379,512
Msi Modern 14,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i7,14,3200,Black,msi,39689,2048
Lenovo Thinkbook 14 Gen6,1,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,14,4800,Grey,lenovo,46647,1024
Msi Creator Z17 Hx,3,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,17,5600,"Black, Grey",msi,125999,1024
Lenovo V15 G4,1.5,Intel Iris Xe Graphics,Windows 11 Home,24,Intel Core i7,15.6,3200,Black,lenovo,29299,1024
Lenovo Thinkpad E14,1,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,14,3200,Black,lenovo,29501,512
Monster Huma H4 V5,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,14.1,3200,Silver,monster,27399,500
Asus Expertbook P1 P1503,1,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,5600,Metallic Grey,asus,30379,512
Hp 250 G10,1,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Grey,hp,20999,512
Msi Cyborg 15 A13Vea7,1,Nvidia GeForce RTX 4050,Windows 10 Pro,32,Intel Core i7,15.6,4800,Black,msi,57236,1024
Dell Vostro 3530,1,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,2666,Grey,dell,25360,512
Hp 14 Ep0013Nt,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i3,14,3200,White,hp,12675,512
Lenovo Loq,1,Nvidia GeForce RTX 3050,Windows 11 Home,32,Intel Core i5,15.6,4800,Grey,lenovo,40513,1024
Lenovo Yoga 7I 16Iml92,1,Shared,Windows 11 Home,16,Intel Core Ultra 5,16,7467,Grey,lenovo,35035,512
Msi Raider 18 Hx,3,Nvidia GeForce RTX 5080,Windows 11 Home,64,Intel Core Ultra 9,18,6400,Black,msi,232699,4096
Asus Tuf Gaming F15 Fx507Zc4,3,Nvidia GeForce RTX 3050,Windows 11 Home,32,Intel Core i5,15.6,3200,Grey,asus,36999,1024
Lenovo V15,1.5,AMD Radeon Graphics,Windows 10 Home,16,AMD Ryzen 7,15.6,3200,Black,lenovo,24157,256
Lenovo Thinkpad E14 Gen,1.5,Nvidia GeForce MX550,Windows 11 Pro,24,Intel Core i7,14,3200,Black,lenovo,54610,1024
Lenovo Loq 15Arp9,3,Nvidia GeForce RTX 4050,Windows 11 Pro,32,AMD Ryzen 7,15.6,4800,Grey,lenovo,44504,512
Dell Latitude 3440,1.5,Intel Iris Xe Graphics,Windows 11 Pro,8,Intel Core i5,14,3200,Black,dell,31149,512
Lenovo Thinkpad E14 Gen,1.5,AMD Radeon Vega 7,Windows 11 Pro,16,AMD Ryzen 5,14,3200,Black,lenovo,27000,512
Icotech Ds13 Plus,1.5,Intel UHD Graphics 600,FreeDos,16,Intel Celeron,13.5,3200,Grey,icotech,28249,512
Acer Aspire 5 13,1.5,Nvidia GeForce RTX 2050,Windows 11 Home,8,Intel Core i5,14,2800,Black,acer,25499,512
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,15.6,3200,Black,monster,44799,1024
Lenovo V15 G4,1.5,Shared,Windows 11 Pro,8,AMD Ryzen 5,15.6,4800,Black,lenovo,14329,256
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16,3200,Black,asus,48499,2048
Lenovo V15 G3,1.5,Intel Iris Xe Graphics,FreeDos,8,Intel Core i5,15.6,3200,Black,lenovo,17699,256
Lenovo Thinkpad E16 Gen1,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,16,3200,Grey,lenovo,48999,512
Asus Expertbook B1 B1503Cva,1,Intel Iris Xe Graphics,Windows 11 Home,32,Intel Core i7,15.6,5600,"Dark Gray, Black",asus,37827,512
Asus Rog Strix G18,3,Nvidia GeForce RTX 4080,FreeDos,96,Intel Core i9,18,4800,Dark Grey,asus,196620,2048
Msi Modern 14 C12Mo,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,1255U,14,3200,Black,msi,26644,1024
Lenovo V15 G4,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,lenovo,31999,2048
Lenovo V15 Gen2,1.5,Nvidia GeForce MX350,FreeDos,8,Intel Core i5,15.6,3200,Black,lenovo,38404,512
Lenovo V15 Gen,3,Shared,Windows 11 Pro,24,Intel Core i7,15.6,3200,Black,lenovo,32299,1024
Hp 250 G10,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,3200,Metallic Grey,hp,29999,1024
Hp 250 G9,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Grey,hp,19749,512
Msi Thin 15 B12Ve,1.5,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Dark Grey,msi,35918,512
Lenovo Thinkpad E14 21Jk0005Tx,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,14,3200,Black,lenovo,28775,512
Razer Blade 18,3,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i9,18,5600,Black,razer,89999,1024
Hp 255 G9,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Black,hp,16599,512
Lenovo V15,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,lenovo,26500,1024
Lenovo V14 Gen4,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i5,14,3200,Black,lenovo,24205,256
Asus Expertbook B1 B1502Cba,1.5,Intel Iris Xe Graphics,FreeDos,24,Intel Core i7,15.6,3200,Black,asus,24899,512
Lenovo Thinkpad X1 Carbon,1,Intel Arc Graphics,Windows 11 Pro,32,Intel Core Ultra 5,14,7467,Black,lenovo,89000,512
Lenovo Thinkpad E14 Gen,1.5,Shared,Windows 11 Pro,16,Intel Core i5,14,3200,Black,lenovo,30500,512
Lenovo Ideapad Slim 3,1.5,Shared,FreeDos,8,Intel Core i5,15.6,4800,Grey,lenovo,18999,1024
Lenovo Thinkpad E14 Gen5,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,14,3200,Metallic Black,lenovo,43609,1024
Acer Nitro V15 Anv15,3,Nvidia GeForce RTX 4060,Windows 11 Pro,16,AMD Ryzen 7,15.6,4800,Black,acer,43119,512
Lenovo Thinkpad E14 Gen,1.5,Nvidia GeForce MX550,FreeDos,16,Intel Core i7,14,3200,Black,lenovo,47044,1024
Dell Latitude 3550,1,Intel Iris Xe Graphics,Ubuntu,32,Intel Core i7,15.6,5600,Black,dell,38432,512
Dell Latitude 3550,1,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,5600,Black,dell,39905,1024
Asus X515Ea Ej1229,1,Intel Iris Xe Graphics,FreeDos,8,Intel Core i5,15.6,3200,Grey,asus,18940,256
Msi Cyborg 14 A13Ve,1.5,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,14,5200,Black,msi,47416,512
Lenovo V15 G4,1.5,Intel Iris Xe Graphics,FreeDos,40,Intel Core i7,15.6,3200,Black,lenovo,29499,1024
Msi Cyborg 15 A13Vfa12,1,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,15.6,4800,Black,msi,62970,1024
Msi Cyborg 15 A13Vfa75,1,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,4800,Black,msi,58076,512
Casper Nirvana S100 300Nit,1,Intel Graphics,Windows 11 Home,16,Intel Core i5,16,5600,Titanium Grey,casper,26999,1024
Huawei Matebook D,1,Intel UHD Graphics,Windows 10 Home,8,Intel Core i5,14,2400,Grey,huawei,22999,256
Asus Tuf Gaming A15 Fa507Nura15,3,Nvidia GeForce RTX 4050,FreeDos,64,AMD Ryzen 7,15.6,4800,Black,asus,51026,1024
Asus Vivobook S 14 Flip,1.5,Intel UHD Graphics,Windows 11 Home,8,Intel Core i5,14,3200,Silver,asus,33490,512
Asus Zenbook Duo Ux8406Ca Pz101W,1,Intel Arc Graphics,Windows 11 Home,32,Intel Core Ultra 7,14,7467,Grey,asus,88499,1024
Msi Katana 17 B12Vfk,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,17.3,4800,Black,msi,64376,1024
Hp 14 Ep0014Nt,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i3,14,3200,Navy Blue,hp,12649,512
Lenovo Yoga Pro 7 14Imh9,1.5,Intel Arc Graphics,FreeDos,32,Intel Core Ultra 9,14.5,7467,Dark Blue,lenovo,69999,1024
Asus Vivobook 15,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i5,15.6,3200,Silver,asus,21099,1024
Acer Nitro V15 Anv15,3,Nvidia GeForce RTX 4060,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,acer,45079,1024
Dell Latitude 3450,1.5,Intel Iris Xe Graphics,Windows 11 Pro,64,Intel Core i7,14,5600,Metallic Black,dell,57525,1024
Lenovo Loq 15Irx9,3,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i7,15.6,4800,Metallic Grey,lenovo,55369,512
Lenovo Thinkbook 16Pg5 Irx,3,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i9,16,5600,Grey,lenovo,107093,2048
Lenovo Ideapad Slim 3,1,Intel UHD Graphics,Windows 11 Pro,8,Intel Core i5,14,4800,Grey,lenovo,22499,1024
Lenovo Thinkbook G6,1.5,AMD Radeon Graphics,Windows 11 Pro,64,AMD Ryzen 7,16,3200,Grey,lenovo,35799,1024
Dell Inspiron 3520,1.5,Intel UHD Graphics,Windows 11 Home,32,Intel Core i7,15.6,3200,Black,dell,30699,1024
Msi Thin 15,3,Nvidia GeForce RTX 3050,Windows 11 Home,32,Intel Core i5,15.6,3200,Grey,msi,39845,1024
Lenovo Yoga 6,1,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 7,13.3,4266,Dark Blue,lenovo,41579,1024
Hp 250 G10,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i5,15.6,3200,Grey,hp,25099,512
Lenovo V15 G2,1.5,Shared,FreeDos,8,AMD Ryzen 3,15.6,3200,Black,lenovo,12999,256
Casper Nirvana X700 1362,1,Shared,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,37899,2048
Hp Victus 16 R0006Nt,3,Nvidia GeForce RTX 4070,FreeDos,16,Intel Core i7,16.1,5200,Grey,hp,55399,1024
Hp 250 G10,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,hp,30070,1024
Casper Nirvana X600 1270,1.5,Shared,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,27999,1024
Lenovo Yoga 6,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 7,13.3,4266,Dark Blue,lenovo,44431,1024
Lenovo Loq 15Arp9,3,Nvidia GeForce RTX 4070,FreeDos,12,AMD Ryzen 7,15.6,4800,"Dark Gray, Black",lenovo,54999,1024
Dell G16 7630,3,Nvidia GeForce RTX 4070,Windows 11 Home,64,Intel Core i9,16,4800,Black,dell,104493,4096
Casper Excalibur G870,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,45167,1024
Hp Victus Gaming 15 Fa1033Nt,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Blue,hp,33999,512
Hp Victus 16 S0051Nt,3,Nvidia GeForce RTX 4050,FreeDos,32,AMD Ryzen 7,16.1,5600,Black,hp,49999,1024
Casper Excalibur G870,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,37999,1024
Asus Tuf Gaming F15 Fx507Zc4,3,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Grey,asus,29898,512
Lenovo Ideapad Gaming 3 15Arh7,3.5,Nvidia GeForce RTX 2050,FreeDos,8,AMD Ryzen 5,15.6,4800,Dark Grey,lenovo,26999,512
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,17.3,3200,Black,monster,55977,1024
Casper Excalibur G870 1265,3.5,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,40500,512
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,38999,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,37478,1024
Hp Victus 16 R1021Nt,3,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,16.1,5600,Blue,hp,67799,1024
Casper Excalibur G911 1490,3,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16,4800,Grey,casper,127799,2048
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,38499,512
Msi Cyborg 15 A13Vf,1.5,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,5200,Black,msi,42697,512
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Black,casper,35076,1024
Dell Gaming G15 5530,3,Nvidia GeForce RTX 4060,Ubuntu,16,Intel Core i7,15.6,4800,Black,dell,48599,1024
Msi Thin 15 B12Uc,1.5,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Dark Grey,msi,27499,512
Lenovo Loq,3,Nvidia GeForce RTX 4050,FreeDos,24,Intel Core i5,15.6,4800,Grey,lenovo,36899,512
Msi Cyborg 15 A13Ve,1.5,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,5200,Black,msi,35499,512
Hp Victus 15,3,AMD Radeon RX6550M,FreeDos,16,AMD Ryzen 5,15.6,3200,Silver,hp,24499,512
Msi Thin 15 B12Uc,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Grey,msi,34699,512
Lenovo Loq,3,Nvidia GeForce RTX 4050,FreeDos,24,AMD Ryzen 7,15.6,4800,Grey,lenovo,35999,512
Hp Victus 15 Fa1085Nt,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Silver,hp,41999,1024
Hp Victus 16 R1041Nt,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,16.1,5600,Blue,hp,53499,1024
Msi Crosshair 17 Hx,3,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i7,17,5600,Dark Grey,msi,105999,1024
Hp Victus B10Fpea,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Silver,hp,38699,512
Acer Nitro 5 Nh,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,27299,512
Lenovo Loq,3,Nvidia GeForce RTX 3050,FreeDos,24,Intel Core i5,15.6,4800,Grey,lenovo,35999,512
Hp Victus Gaming 16 R1012Nt,3,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,16.1,5600,"Dark Gray, Black",hp,69999,1024
Erazer Deputy P60I,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Dark Grey,erazer,41408,1024
Acer Nitro 16 An16,3,Nvidia GeForce RTX 4070,FreeDos,64,AMD Ryzen 7,16,5600,Black,acer,73499,1024
Msi Sword 17 Hx,3,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,17,5600,Grey,msi,60941,1024
Acer Nitro Anv15 51,3,Nvidia GeForce RTX 2050,Windows 11 Home,8,Intel Core i5,15.6,4800,Black,acer,25999,512
Erazer Deputy P60,3,Nvidia GeForce RTX 4070,Windows 11 Home,16,Intel Core i7,15.6,3200,Dark Grey,erazer,50847,1024
Asus Rog Strix G16 G614Ju,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16,4800,Grey,asus,59599,512
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16,3200,Black,asus,42900,1024
Dell Gaming G15 5530,3,Nvidia GeForce RTX 4050,Ubuntu,16,Intel Core i7,15.6,4800,"Black, Grey",dell,43069,512
Asus Tuf Gaming A15 Fa507Nv,3,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,asus,40999,512
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16,3200,Black,asus,39799,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 2050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,29999,1024
Acer Nitro 5 Nh,3,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i5,15.6,3200,Black,acer,30799,1024
Acer Nitro V15 Nh,3,Nvidia GeForce RTX 3050,Windows 11 Home,32,13420H,15.6,4800,Black,acer,31499,512
Msi Vector 16 Hx,3,Nvidia GeForce RTX 4080,Windows 11 Home,16,Intel Core i7,16,5600,Black,msi,133440,1024
Hp Victus 16 R0029Nt,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16.1,5200,Grey,hp,45504,1024
Hp Victus 16 R1064Nt,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,16.1,5600,Black,hp,43702,512
Asus Rog Strix G16 G614Jv,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,16,4800,Dark Grey,asus,72599,512
Msi Vector 16 Hx,3,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16,5200,Black,msi,168820,2048
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,17.3,3200,Black,monster,53599,500
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,42299,1024
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,49000,1024
Hp Victus 16 S0022Nt,3,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,16.1,5600,Blue,hp,38999,512
Acer Nitro 5 Nh,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,28561,1024
Msi Thin Gf63 12Ucx,1.5,Nvidia GeForce RTX 2050,FreeDos,8,Intel Core i5,15.6,3200,Black,msi,28399,512
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,48049,1024
Acer Nitro 5 Nh,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,27099,256
Lenovo Loq,3,Nvidia GeForce RTX 4070,FreeDos,24,AMD Ryzen 7,15.6,4800,Grey,lenovo,59999,512
