Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Storage Rank,Memory Speed Rank,Screen Size Rank,Weight Rank,Brand Rank,Operating System Rank,Color Rank
ASUS TUF GAMING A15 FA507NVRA79 LP004A79,3.0,Nvidia GeForce RTX 4060,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,asus,56227,512,5,1,1,5,5,5,5,5,2,4
DELL GAMING G15 5530,3.0,Nvidia GeForce RTX 4060,Windows 10 Home,16,Intel Core i7,15.6,4800,Black,dell,56772,1024,5,4,5,3,5,5,4,5,3,5
HP 250 G10 8A539EATK04,1.5,Nvidia GeForce MX550,FreeDos,32,Intel Core i5,15.6,3200,Grey,hp,28999,1024,3,1,4,3,5,5,4,5,1,1
DELL INSPIRON 3520,1.5,Intel UHD Graphics,Ubuntu,16,Intel Core i7,15.6,3200,Black,dell,22670,512,3,5,5,5,4,4,4,4,4,5
ASUS TUF GAMING F15 FX507ZC4,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,asus,34919,512,2,2,5,2,3,1,1,3,5,1
MONSTER TULPAR T7 V20 6 5,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,17.3,3200,Black,monster,62199,1024,4,3,4,5,4,1,1,1,4,2
DELL INSPIRON 3520 I5 1235U 16 GB 1 TBSSD 15 6 WINDOWS 11 HOME,3.0,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,2666,Black,dell,19589,1024,5,1,5,3,3,3,1,5,2,5
ASUS EXPERTBOOK P1 P1403,1.0,Intel UHD Graphics,Windows 11 Pro,32,Intel Core i7,14.0,5600,Metallic Grey,asus,40375,1024,1,5,1,3,1,3,5,2,1,5
MSI CYBORG 15 A13VF 892XTR,1.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,5200,Black,msi,53799,512,3,1,5,5,4,1,5,4,4,2
CASPER NIRVANA C550 1235 BV00P G F,1.5,Shared,Windows 11 Home,16,Intel Core i5,15.6,3200,Dark Grey,casper,18166,512,4,2,5,5,1,2,5,2,5,3
LENOVO IDEAPAD,1.5,AMD Radeon Graphics,FreeDos,16,AMD Ryzen 7,15.6,3200,Grey,lenovo,18065,256,5,5,4,4,1,2,5,4,5,4
LENOVO NB V15 82YU0123TX,1.5,AMD RX550 2 GB,Android,1,4600H,10.0,1066,"Gold, Black",lenovo,16999,1024,3,2,2,5,3,2,4,5,5,5
LENOVO IDEAPAD 1,1.0,Shared,Windows 11 Home,4,Intel Celeron,15.6,1066,Grey,lenovo,9399,128,3,2,5,1,2,5,4,5,1,5
ASUS VIVOBOOK 15 X1504VA NJ426W,1.0,Intel UHD Graphics,Windows 11 Home,8,Intel Core i7,15.6,3200,Dark Blue,asus,25499,512,3,1,4,3,3,1,4,5,4,1
HP 255 G9,1.0,Shared,Windows 11 Pro,32,AMD Ryzen 5,15.6,3200,Grey,hp,19042,256,5,5,3,5,5,2,3,5,1,5
ASUS TUF GAMING A15 FA507NURA14 LP006A14,3.0,Nvidia GeForce RTX 4050,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,asus,46008,1024,1,3,1,5,1,2,2,1,4,4
ASUS TUF GAMING A15 FA506NF HN004 04,3.0,Nvidia GeForce RTX 2050,FreeDos,16,AMD Ryzen 5,15.6,5600,Black,asus,33999,1024,1,1,5,2,2,3,5,3,2,1
MSI CYBORG 15 A13VEA79 1479XTRA79,1.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,15.6,4800,Black,msi,52494,512,1,4,5,5,5,2,3,1,4,5
ACER NITRO 5 ANV15 51 NH QNCEY 001,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,5600,Black,acer,30787,512,5,5,5,2,5,1,1,2,5,5
ACER EXTENSA 15,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i7,15.6,3200,"Grey, Black",acer,22298,512,1,2,2,5,5,4,5,5,1,5
MSI RAIDER 18 HX AI A2XWJG 215TR,3.0,Nvidia GeForce RTX 5090,Windows 11 Home,64,Intel Core Ultra 9,18.0,6400,Black,msi,271499,4096,1,1,1,1,5,1,4,3,5,5
ACER ASPIRE 5 A515 57,1.5,Intel UHD Graphics,Windows 11 Home,16,Intel Core i5,15.6,3200,"Dark Grey, Black",acer,20599,512,4,5,4,5,1,5,5,1,3,5
MSI CYBORG 15,1.5,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,5200,Black,msi,62915,1024,4,1,4,5,4,4,5,1,5,5
ASUS VIVOBOOK 15 X1504VA NJ1422 06,1.0,Intel UHD Graphics,FreeDos,24,Intel Core i5,15.6,3200,Silver,asus,17999,512,4,4,1,3,2,5,5,5,1,1
MONSTER ABRA A7 V16 1 9,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,64,Intel Core i7,17.3,4800,Black,monster,62099,1024,5,5,2,2,1,1,2,5,3,5
LENOVO V15,1.0,AMD Radeon Graphics,Windows 11 Home,16,AMD Ryzen 5,15.6,5500,Black,lenovo,20999,1024,5,5,1,5,4,1,5,5,2,5
DELL INSPIRON 3530,1.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,3200,Black,dell,36259,512,1,1,1,5,4,1,5,5,4,2
DELL VOSTRO 3530,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,dell,27353,512,1,5,2,3,2,2,3,2,3,4
HP 250 G9,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,3200,"Dark Grey, Black",hp,19499,512,4,2,1,3,5,4,5,3,1,4
ASUS ROG STRIX G18 G815LR S9046,3.0,Nvidia GeForce RTX 5070Ti,FreeDos,32,Intel Core Ultra 9,18.0,5600,Black,asus,139999,1024,4,3,1,5,1,2,5,1,5,1
LENOVO THINKPAD E15 21E6005HTX,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,lenovo,33947,256,5,2,2,4,5,5,5,5,5,4
MSI THIN 15 B12UC 1891TR,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i5,15.6,3200,"Dark Gray, Black",msi,31849,512,2,1,2,5,1,4,5,1,5,5
LENOVO THINKPAD E16 GEN1,1.5,AMD Radeon Graphics,FreeDos,24,AMD Ryzen 7,16.0,3200,Metallic Black,lenovo,37441,1024,1,1,1,3,4,1,5,4,1,5
HP 250 G9,1.5,Intel UHD Graphics,Windows 10 Home,16,Intel Core i5,15.6,3200,Grey,hp,19686,512,4,5,5,3,3,1,5,5,5,2
DELL VOSTRO 3520,1.5,Shared,Linux,8,Intel Core i7,15.6,2666,Black,dell,22481,512,3,4,5,1,5,3,4,3,3,1
LENOVO IDEAPAD,1.5,Shared,FreeDos,24,AMD Ryzen 7,15.6,3200,Grey,lenovo,20472,1024,1,5,3,5,3,3,4,5,5,4
ACER NITRO V 15 ANV15 51,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,64,Intel Core i7,15.6,5600,Black,acer,53999,1024,1,5,1,2,4,2,5,5,2,4
HP ZBOOK FIREFLY 14 G10,1.0,AMD Radeon 780M,Windows 11 Pro,64,AMD Ryzen 7,14.0,5600,Metallic Grey,hp,75885,1024,4,1,1,2,1,2,4,3,4,4
ASUS EXPERTBOOK P1 P1503,1.0,Intel UHD Graphics,FreeDos,96,Intel Core i7,15.6,5600,Metallic Grey,asus,46941,512,3,5,4,5,5,5,5,5,2,2
ASUS EXPERTBOOK B5,1.0,Intel Iris Xe Graphics,Windows 11 Pro,8,Intel Core i7,16.0,4800,Black,asus,51471,1024,5,4,4,5,1,4,5,5,3,5
HP 250 G9 9M3G5AT12,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i5,15.6,3200,Silver,hp,21699,512,2,1,5,5,5,5,4,3,1,5
CASPER NIRVANA S100 300NIT CORE,1.0,Intel Graphics,Windows 11 Home,8,Intel Core i5,16.0,5600,Titanium Grey,casper,22699,250,5,2,4,1,5,1,5,2,1,1
LENOVO IDEAPAD 1,1.5,AMD Radeon Graphics,Windows 11 Home,32,AMD Ryzen 7,15.6,3200,Grey,lenovo,22899,512,1,5,1,3,5,5,4,4,2,2
LENOVO THINKPAD E14 GEN 5,1.5,AMD Radeon Vega 7,Windows 11 Pro,24,AMD Ryzen 5,14.0,3200,Black,lenovo,28000,1024,3,4,2,3,4,4,2,5,3,2
DELL LATITUDE 3550,1.5,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,5600,Metallic Black,dell,46353,512,1,5,3,5,5,5,4,2,3,2
ASUS EXPERTBOOK B1 B1503CVA,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,"Dark Gray, Black",asus,41551,1024,1,1,1,5,1,2,4,5,5,2
LENOVO V15 GEN 4,3.0,Shared,Windows 11 Pro,40,Intel Core i7,15.6,3200,Black,lenovo,32999,1024,1,3,1,5,4,5,2,3,3,5
LENOVO THINKPAD X1 CARBON 21HM002FUS00TT01,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,14.0,5600,Black,lenovo,80249,1024,3,1,3,3,3,4,5,5,5,2
ACER NITRO 5 AN515 58 7725A12,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,4800,Black,acer,55813,1024,4,3,4,2,5,5,4,2,1,5
LENOVO LOQ 15IRX9,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i7,15.6,4800,Grey,lenovo,41849,512,1,4,1,3,5,1,4,5,5,5
ASUS ZENBOOK DUO UX8406CA PZ208W,1.0,Intel Arc Graphics,Windows 11 Home,32,Intel Core Ultra 9,14.0,7467,Grey,asus,121499,2048,2,5,1,5,4,1,4,2,4,4
HP 250 G10,1.5,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,3200,Grey,hp,27741,512,1,4,3,3,2,1,5,1,5,5
LENOVO THINKPAD E14 GEN5,1.5,Shared,Windows 11 Pro,40,Intel Core i5,14.0,3200,Black,lenovo,36218,512,3,1,3,5,1,4,5,5,3,4
CASPER EXCALIBUR G911 1390 EX90X C,3.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,120599,2048,1,1,2,5,3,5,4,2,5,3
HP 15S EQ2000NT,1.5,AMD Radeon Graphics,Windows 11 Pro,32,AMD Ryzen 7,15.6,3200,Silver,hp,21499,1024,1,1,1,3,5,5,4,5,2,3
CASPER NIRVANA S100 300NIT CORE,1.0,Intel Graphics,FreeDos,16,Intel Core i7,16.0,5600,Titanium Grey,casper,25399,1024,1,4,4,5,1,3,5,2,5,2
LENOVO THINKPAD E14 G6 ULTRA 7 155U 16 GBDDR5 512 GB SSD,1.0,Intel Graphics,Windows 11 Home,16,Intel Core Ultra 7,14.0,5600,Black,lenovo,43673,512,1,5,4,3,5,4,3,5,2,4
LENOVO V15 G3,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Black,lenovo,18999,512,5,1,1,3,3,5,2,5,1,2
CASPER NIRVANA X600 1342 BF00X M F,1.0,Shared,FreeDos,16,13420H,15.6,3200,Blue,casper,20399,1024,1,5,5,3,1,1,5,1,3,1
DELL INSPIRON 3520,3.0,Shared,FreeDos,16,Intel Core i5,15.6,2666,"Dark Gray, Black",dell,17499,512,5,4,5,1,3,4,1,5,5,1
HP 15 FC0000NT,3.0,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 5,15.6,5500,Black,hp,13899,512,3,4,4,5,1,4,4,3,3,4
ASUS TUF GAMING F15 FX507ZC4 HN211,3.0,Nvidia GeForce RTX 3050,FreeDos,8,12500H,15.6,3200,Dark Grey,asus,29499,512,1,1,4,3,5,2,5,1,1,2
MSI KATANA 15 B13VGK 1874XTR,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,48,Intel Core i7,15.6,5200,Black,msi,75999,1024,5,5,1,5,5,3,2,3,5,5
LENOVO YOGA 7,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i7,16.0,5200,"Grey, Black",lenovo,75999,1024,1,4,1,5,2,1,5,4,2,5
DELL INSPIRON 3520,1.5,Intel UHD Graphics,Windows 11 Pro,40,Intel Core i7,15.6,3200,Black,dell,35328,512,5,2,3,2,5,5,3,4,4,2
HP 255 G9,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Silver,hp,16799,512,2,1,1,2,3,5,4,5,5,1
ASUS EXPERTBOOK P1 P1503,1.0,Intel UHD Graphics,FreeDos,24,Intel Core i7,15.6,5600,Metallic Grey,asus,36259,512,1,5,4,3,5,4,2,5,1,1
ASUS EXPERTBOOK P1 P1403CVA I58512G0D,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i5,14.0,5600,Metallic Grey,asus,26383,512,5,1,5,5,5,4,2,3,1,1
MONSTER ABRA A5 V20 4 6,3.0,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i5,15.6,3200,Black,monster,36399,500,4,2,5,2,5,5,1,1,5,5
MSI KATANA 17,1.5,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,17.3,5200,Black,msi,71343,1024,3,4,2,5,3,5,5,3,2,2
ACER EXTENSA 15,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i5,15.6,3200,"Grey, Black",acer,15399,512,4,4,2,5,4,1,2,3,1,5
ASUS VIVOBOOK X1502ZA EJ1070,1.5,Shared,Windows 11 Pro,24,Intel Core i5,15.6,3200,Navy Blue,asus,21999,1024,5,3,2,2,5,2,2,2,2,1
DELL INSPIRON 3520,1.5,Intel UHD Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Black,dell,25499,512,3,2,1,1,5,5,3,5,3,5
LENOVO THINKPAD E14 GEN 5,1.5,AMD Radeon Vega 7,Windows 11 Pro,16,AMD Ryzen 5,14.0,3200,Black,lenovo,27000,1024,5,5,4,2,1,5,4,5,4,4
DELL LATITUDE 3550,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i5,15.6,5600,"Dark Gray, Black",dell,35299,1024,4,1,1,5,5,1,4,5,1,3
MONSTER TULPAR T5 V23 4 9,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,15.6,3200,Black,monster,56799,1024,1,3,1,3,3,1,4,3,5,2
MONSTER HUMA H4 V6 1 CORE ULTRA 7 155H 16 GB RAM 500 GB SSD,1.5,Intel Arc Graphics,FreeDos,16,Core Ultra 7,14.0,5600,Silver,monster,45999,500,4,5,1,5,2,1,2,3,5,2
MSI CYBORG 15,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,5200,Black,msi,48748,1024,5,1,1,2,1,2,5,5,4,5
HP VICTUS 16 S0001NTA26,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,32,AMD Ryzen 7,16.1,4800,Dark Grey,hp,75441,2048,1,5,1,5,2,1,5,3,5,4
LENOVO V15 G3,1.5,Intel Iris Xe Graphics,Windows 11 Pro,40,Intel Core i7,15.6,3200,Black,lenovo,30085,1024,1,5,1,5,3,5,2,4,5,4
DELL VOSTRO 3530,1.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,2666,Grey,dell,27943,1024,1,1,3,1,5,1,5,2,5,2
LENOVO IDEAPAD 1 82V700A9TX01 N4020,1.0,Shared,Windows 11 Home,4,Intel Celeron,15.6,2400,Black,lenovo,11902,256,3,2,5,4,5,5,4,4,2,2
LENOVO V15 82TT008PTX I5 1235U 16GB 512GB 15 6 W11P FHD TN,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,lenovo,21699,512,5,2,1,2,1,5,5,3,2,5
ASUS EXPERTBOOK B5,1.0,Intel Arc Graphics,FreeDos,40,Intel Core i5,16.0,4800,Grey,asus,48770,1024,4,3,1,5,3,3,3,3,1,2
MSI MODERN 15,1.0,Intel Iris Xe Graphics,FreeDos,64,Intel Core i7,15.6,3200,Dark Grey,msi,35617,512,1,1,4,5,2,1,5,1,5,5
DELL INSPIRON 3520,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,dell,24989,1024,1,5,1,5,4,5,4,5,1,5
HP VICTUS 16 S1002NT A05N6EA 8GB RTX4070,3.0,Nvidia GeForce RTX 4070,FreeDos,32,AMD Ryzen 7,16.1,5600,Black,hp,63999,1024,1,4,3,3,4,5,5,2,5,5
DELL VOSTRO 3520,1.5,Intel Iris Xe Graphics,Linux,8,Intel Core i3,15.6,2666,Black,dell,12395,512,3,5,5,3,2,3,4,5,5,5
MSI SWORD 17 HX,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,96,Intel Core i9,17.0,5600,Black,msi,124753,1024,1,1,2,5,3,2,5,1,2,1
MSI CYBORG 15,1.5,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,15.6,5200,Black,msi,60661,512,1,1,1,3,3,2,5,5,4,4
CASPER NIRVANA S100 300NIT CORE,1.0,Intel Graphics,FreeDos,16,Intel Core i7,16.0,5600,Titanium Grey,casper,23499,250,3,1,5,3,1,2,3,3,5,1
LENOVO THINKPAD E14 GEN 5,1.5,AMD Radeon Vega 7,Windows 11 Pro,40,AMD Ryzen 5,14.0,3200,Black,lenovo,29500,512,3,3,2,2,2,4,4,5,4,1
LENOVO IDEAPAD,1.5,Shared,FreeDos,16,AMD Ryzen 7,15.6,3200,Grey,lenovo,19921,1024,3,2,2,2,5,5,5,2,1,5
DELL VOSTRO 3520,1.5,Shared,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,19999,512,4,5,1,2,5,3,4,2,5,4
ASUS VIVOBOOK,1.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16.0,3200,Black,asus,54124,1024,3,5,1,1,1,2,5,5,1,5
DELL VOSTRO 3520 N1611PVNB3520U04,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Dark Grey,dell,21599,1024,4,5,4,5,5,5,4,5,5,5
MSI MODERN 15,1.0,Intel Iris Xe Graphics,Windows 11 Pro,64,Intel Core i7,15.6,3200,Dark Grey,msi,42183,1024,4,2,1,5,4,2,3,4,4,5
LENOVO THINKPAD E14 GEN 5,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,14.0,3200,Black,lenovo,36499,256,5,5,5,5,2,3,4,3,4,1
MSI KATANA 17,1.5,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,17.3,5200,Black,msi,83985,1024,1,2,3,1,4,5,5,4,5,4
HP 250 G9,1.0,Shared,Windows 11 Pro,8,Intel Core i5,15.6,3200,Grey,hp,18799,512,4,4,5,3,5,5,5,2,5,5
LENOVO IDEAPAD 3 17IAU7,3.0,Shared,FreeDos,40,Intel Core i5,17.3,3200,Grey,lenovo,29999,512,5,4,1,2,4,2,5,3,4,1
HP 14S FQ1000NT 4H0G6EA,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,14.0,3200,Black,hp,19448,512,5,3,5,5,2,2,5,5,5,1
MONSTER TULPAR T6 V3 1 8,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,16.0,4800,Black,monster,61799,1024,1,2,1,5,5,1,5,4,5,5
ASUS EXPERTBOOK B1,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Black,asus,24149,512,3,1,2,5,2,5,3,3,5,5
DELL LATITUDE 3540,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,26155,512,5,1,2,5,5,1,4,5,1,4
MSI PRESTIGE 16 AI STUDIO B1VEG 023TR,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core Ultra 7,16.0,4800,Black,msi,91775,1024,4,5,1,5,5,3,5,1,4,1
LENOVO IDEAPAD 1 15ALC7,1.5,AMD Radeon Graphics,Windows 11 Home,24,AMD Ryzen 7,15.6,3200,Grey,lenovo,20999,1024,5,5,1,3,1,5,4,5,4,1
LENOVO IDEAPAD 3,1.5,Intel Iris Graphics,FreeDos,8,Intel Core i5,15.6,3200,Grey,lenovo,18989,512,2,2,5,5,2,1,2,5,2,1
ASUS VIVOBOOK 15 X1504VA NJ1422 04,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i5,15.6,3200,Silver,asus,19799,1024,4,1,2,5,2,2,2,5,3,5
ASUS TUF GAMING F15 FX507ZC4 HN081 GTI116,3.0,Nvidia GeForce RTX 3050,FreeDos,16,12500H,15.6,3200,Dark Grey,asus,32599,1024,1,3,4,3,1,5,4,3,2,1
LENOVO IDEAPAD 3 15IAU7 82RK018GTX 01,1.5,Intel UHD Graphics,FreeDos,4,Intel Core i3,15.6,3200,Grey,lenovo,13930,512,4,4,3,5,4,1,5,5,1,2
ASUS EXPERTBOOK P1 P1503,1.0,Intel UHD Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,Metallic Grey,asus,42139,1024,1,5,1,5,5,1,5,5,1,2
MONSTER HUMA H5 V4 2 10 BLACK,1.5,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,3200,Black,monster,33599,1024,4,5,3,3,1,3,4,3,2,5
HP 255 G9,1.0,Shared,FreeDos,16,AMD Ryzen 5,15.6,3200,Grey,hp,15563,512,5,5,2,5,5,5,4,3,5,5
ASUS ZENBOOK 14 UX3405MA QD379W,1.5,Intel Arc Graphics,Windows 11 Home,16,Intel Core Ultra 7,14.0,5800,Grey,asus,57299,1024,1,5,2,1,3,4,5,5,1,3
ASUS EXPERTBOOK B3 FLIP B3402FBA,1.5,Intel UHD Graphics,Windows 11 Pro,24,Intel Core i5,14.0,3200,Black,asus,30749,512,5,1,1,5,5,4,5,3,3,5
ASUS EXPERTBOOK P1 P1503,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i7,15.6,5600,Metallic Grey,asus,34103,512,1,5,2,5,5,1,5,3,5,4
HP 250 G9,1.5,Intel UHD Graphics,Windows 11 Pro,24,Intel Core i5,15.6,3200,Grey,hp,20473,512,5,4,3,3,2,1,3,5,4,1
LENOVO IDEAPAD SLIM 3 83ER000WTR03,1.5,Intel UHD Graphics,Windows 11 Pro,8,Intel Core i5,15.6,4800,Grey,lenovo,18999,512,5,1,5,3,1,1,5,4,2,4
MONSTER TULPAR T7 V20 8 9,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,17.3,3200,Black,monster,72448,1024,3,2,3,3,2,5,4,3,2,4
LENOVO THINKPAD E14 GEN 5,1.5,Nvidia GeForce MX550,FreeDos,40,Intel Core i7,14.0,3200,Black,lenovo,49372,1024,1,5,2,3,3,1,3,5,5,4
DELL LATITUDE 3550,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,Black,dell,51409,2048,3,1,4,2,1,2,5,4,2,5
LENOVO V15,1.5,AMD Radeon Graphics,Windows 10 Pro,24,AMD Ryzen 7,15.6,3200,Black,lenovo,23630,256,1,2,3,2,5,4,5,4,3,5
LENOVO LOQ,3.0,Nvidia GeForce RTX 4070,FreeDos,24,AMD Ryzen 7,15.6,4800,Grey,lenovo,64999,1024,4,4,2,2,1,5,2,4,2,2
MSI NB SWORD 16 HX,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,64,Intel Core i7,16.0,5600,Metallic Black,msi,103879,4096,1,4,1,2,5,3,4,4,4,2
ACER NITRO AN16 41,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Ryzen 5,16.0,4800,Black,acer,39690,512,5,2,1,2,5,1,2,5,5,4
DELL INSPIRON 3520,1.5,Intel UHD Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Black,dell,29999,1024,1,5,1,5,2,5,3,5,5,5
ACER NITRO V15 NH QNCEY 002 16,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,13420H,15.6,4800,Black,acer,30199,512,2,1,4,5,5,2,1,2,5,4
MSI SWORD 17 HX B14VGKG 054XTR,3.0,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,17.0,5600,Grey,msi,83697,1024,1,4,1,5,5,5,4,1,4,1
ACER NITRO 5 ANV15 51 NH QNCEY 001A18,5.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,5600,Black,acer,32499,512,4,3,2,5,1,1,1,3,5,3
MONSTER TULPAR T6 V3 2 5,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i7,16.0,4800,Black,monster,70999,1024,3,5,3,5,3,5,5,3,3,5
LENOVO LOQ 15IRX9,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,4800,Grey,lenovo,67999,1024,5,1,5,5,1,1,1,4,2,1
ASUS VIVOBOOK 15 X1504VA NJ104,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i5,15.6,3200,Silver,asus,17999,512,5,2,4,3,1,3,5,1,4,5
DELL LATITUDE 5440 13 NESIL,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,14.0,3200,"Dark Grey, Black",dell,61837,512,5,4,1,5,4,3,4,5,2,1
HP 255 G9 9M3G7AT11,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,"Grey, Silver",hp,16699,512,5,2,2,3,3,1,4,5,5,1
MONSTER TULPAR T5 V23 4 1,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,3200,Black,monster,51799,1024,1,1,5,5,1,2,2,1,4,2
MSI CYBORG 15,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,5200,Black,msi,52663,256,1,1,1,5,3,3,5,1,1,1
DELL VOSTRO 3530,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Black,dell,19330,1024,5,1,1,3,5,1,3,4,3,3
MSI THIN 15,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,36,Intel Core i5,15.6,3200,Grey,msi,39845,1024,5,5,2,2,5,5,4,4,1,5
ASUS TUF GAMING A15 FA507NVRA6 LP004A6,3.0,Nvidia GeForce RTX 4060,Windows 10 Pro,16,AMD Ryzen 7,15.6,4800,Black,asus,57852,1024,4,1,4,3,5,2,2,5,4,1
ASUS ZENBOOK S 14 OLED UX5406SA PZ322W,1.5,Intel Arc Graphics,Windows 11 Home,32,Intel Core Ultra 7,14.0,4800,Grey,asus,73599,1024,3,2,1,5,5,1,5,5,4,1
DELL LATITUDE 3440 N085L344014U02,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i5,14.0,3200,Grey,dell,25857,512,5,2,4,3,1,1,5,5,4,4
DELL XPS 13 9340,1.5,Intel Arc Graphics,Windows 11 Pro,16,Intel Core Ultra 7,13.3,6400,Grey,dell,72922,1024,1,1,1,2,1,2,3,5,2,1
LENOVO LOQ 15IRH8,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,5200,"Dark Gray, Black",lenovo,68225,512,5,5,5,5,3,5,5,4,1,2
HP PROBOOK 450 G10 9B9H3EA08,1.0,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Silver,hp,31599,512,5,5,1,3,5,4,5,5,5,4
HP PROBOOK 440 G11,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,64,Intel Core Ultra 7,14.0,5600,Silver,hp,73891,1024,4,4,1,3,3,2,3,5,5,1
